,0
295,"{'id': '1380137249325473804', 'text': 'RT @cleantechnica: Electric Vehicle Infrastructure Critical in Low-Income Areas &amp; Communities of\xa0Colors https://t.co/Ayqpg7QYMA'}"
296,"{'id': '1380137003463831556', 'text': 'RT @RichieMerzian: Victorian focus group backs ban on sale of petrol cars by 2030 as part of electric vehicle push in @theage by @perkinsmi…'}"
297,"{'id': '1380136845372166145', 'text': 'New electric assisted delivery vehicle for low-carbon #LastMileDelivery\n\nhttps://t.co/e7sDP9Wl8p'}"
298,"{'id': '1380136680754180100', 'text': 'Tesla’s Quarterly Electric Vehicle Deliveries Exceed Expectations, But The Company’s Growth Rate Has Slow. https://t.co/me3gE8AMdy\n#Tesla\n#ElectricVehicles'}"
299,"{'id': '1380136585492979714', 'text': ""#ColourApplicationDeal #ToolsDeal \n\nBuy this great 'LIONFOR Paint Electric Spray Gun For House , Furniture or Wood &amp; Vehicle Painting in Fiber plastic material' at just ₹1799(₹̶2̶5̶9̶9̶)!!!\n\nBuy at 👉 https://t.co/baCLmNkfxw https://t.co/Zi9XcBLWUH""}"
300,"{'id': '1380136477389025280', 'text': 'RT @RichieMerzian: Victorian focus group backs ban on sale of petrol cars by 2030 as part of electric vehicle push in @theage by @perkinsmi…'}"
301,"{'id': '1380136323793747969', 'text': 'At the official launch of KONA Electric Vehicle at Usmanu Danfodiyo University Sokoto,  by the CEO of @NADDCouncil https://t.co/iOIweaQC9A'}"
302,"{'newest_id': '1380143664559763459', 'oldest_id': '1380136323793747969', 'result_count': 100, 'next_token': 'b26v89c19zqg8o3fostqs7ncsyg5mh9icz5q9he09zqf1'}"
303,"{'id': '1380136227903578114', 'text': 'And great they are too! 😉@Pod_Point @UKVolkswagen Making electric vehicle trips even more enjoyable. With a quick pit stop @Tesco ⚡️💚 https://t.co/jEMXjftcDN https://t.co/w6CbPXgi4R'}"
304,"{'id': '1380135914463227907', 'text': 'RT @AIOTI_EU: Check out our paper on EV charging user cases https://t.co/4XDNo7dyzO @Natalie_Sam @ENTSO_E @FrancoisFischer  #ElectricVehicl…'}"
305,"{'id': '1380135870422978560', 'text': 'RT @CampanaleMark: Electric Vehicle Sales Promise Shock for Big Oil.  If motor manufacturers are right about the prospects for electric veh…'}"
306,"{'id': '1380135760553254918', 'text': ""'We’re after an energy devolution deal. It should: agree a regional carbon budget with regions; devolve the energy carbon obligation to provide £50 million a year; devolve electric vehicle and retrofitting funds' - says @andy4wm on what is needed from govt\nhttps://t.co/PVFADVJHww""}"
307,"{'id': '1380135451231612929', 'text': 'RT @Sam_Hibbins: As we know there is strong public support for the govt to take significant steps forward to increase the uptake of EVs.…'}"
308,"{'id': '1380135451055493121', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
309,"{'id': '1380135221924929541', 'text': 'President Biden has proposed a $174 billion investment in the electric vehicle market as part of his $2 trillion infrastructure plan. It includes building out EV charging infrastructure and electrifying transit buses, school buses, and USPS. https://t.co/U3Zs2Y18K4 https://t.co/Md7ZhMoRjG'}"
310,"{'id': '1380135195941072896', 'text': 'RT @Sam_Hibbins: As we know there is strong public support for the govt to take significant steps forward to increase the uptake of EVs.…'}"
311,"{'id': '1380135106979979264', 'text': 'I just took action on ""The Green Roads State: Let\'s Get Electric Vehicle Charging for every NC State Park"" -- will you join me? https://t.co/DBb1CxN3BZ'}"
312,"{'id': '1380135031796994055', 'text': 'RT @ctvregina: A local electric vehicle owner feels a tax on electric vehicle owners is too early for the industry to deal with in Saskatch…'}"
313,"{'id': '1380134907125624834', 'text': 'Electric vehicle market presents opportunities for sheet metal fabricators https://t.co/Vdg2F3usSD #weldnews #weldingnews #blog #weld'}"
314,"{'id': '1380134588513718278', 'text': 'As Joe Biden Offers $174 Billion In Assistance For Business, Tesla And Other Electric Vehicle Stocks Grow https://t.co/6EYwd2V4Eb'}"
315,"{'id': '1380134567969951747', 'text': 'NEWS TODAY: 8th April \n\n- Auction House records strongest Q1 results\n- Detached properties saw highest price growth in majority of regions\n- UK electric vehicle boom sets challenge for real estate firms\n#ElectricVehicles #Auction #homebuyers #blogger \nhttps://t.co/0SKhuhllld'}"
316,"{'id': '1380134556871782410', 'text': 'Gratomic Intends to Fully Power Its Aukam Processing Facility Through Solar Energy by 2022, Offering an Even Greener https://t.co/xiMaVZ3Xuk'}"
317,"{'id': '1380134496020832260', 'text': 'RT @cvpayne: BIDEN INFRASTRUCTURE PLAN CALLS FOR $100 BILLION FOR NEW CONSUMER ELECTRIC VEHICLE REBATES --EMAIL TO CONGRESSIONAL STAFF SEEN…'}"
318,"{'id': '1380134434486255616', 'text': 'RT @SawyerMerritt: NEWS: Wedbush analyst Dan Ives: \n\n“We are hearing from our contacts in the Beltway that $7,500 tax credit could potentia…'}"
319,"{'id': '1380134214843174916', 'text': 'RT @khaleejtimes: Dubai unveils world’s first electric fire engine\n\nThe world’s first electric firefighting truck has been unveiled in #Dub…'}"
320,"{'id': '1380134086245634050', 'text': 'RT @BCReality: With O&amp;G companies gouging residents at the pumps, the move will accelerate. #bcpoli https://t.co/Q6580dODio'}"
321,"{'id': '1380134051449831425', 'text': 'RT @CampanaleMark: Electric Vehicle Sales Promise Shock for Big Oil.  If motor manufacturers are right about the prospects for electric veh…'}"
322,"{'id': '1380134018805592066', 'text': 'RT @UDUSOK: The National Automative Design and Development Council (NADDC) Electronic Vehicle Pilot Project in collaboration with Usmanu Da…'}"
323,"{'id': '1380133943756816385', 'text': 'RT @climatecouncil: In a focus group convened by @InfraAust, hundreds of people think Victoria should end the sale of all new petrol and di…'}"
324,"{'id': '1380133759111028736', 'text': ""Jefferies unveils 15 stocks to buy as China's electric-vehicle sector is about to accelerate on favorable regulatory policies, consumer adoption, and tech\xa0partnerships https://t.co/T9Ux7mN6lF""}"
325,"{'id': '1380133726500315140', 'text': 'Dubai unveils world’s first electric fire engine\n\nThe world’s first electric firefighting truck has been unveiled in #Dubai. The Dubai Civil Defence unveiled the vehicle at the Custom Show Emirates 2021, Dubai World Trade Centre, today.\n\nhttps://t.co/qCM7HUadZF\n\n🎥 Neeraj Murali https://t.co/HVaWQ8Sqba'}"
326,"{'id': '1380133546245844995', 'text': 'RT @GratomicInc: Gratomic Intends to Fully Power its Aukam Processing Facility Through Solar Energy by 2022\n\nClick the link to view the ful…'}"
327,"{'id': '1380133326363693061', 'text': 'RT @MarkBaileyMP: Morrison government under pressure to redo ‘misleading’ electric vehicle modelling | The New Daily https://t.co/LJDMkZGu2Z'}"
328,"{'id': '1380133065985429504', 'text': 'RT @RichieMerzian: Victorian focus group backs ban on sale of petrol cars by 2030 as part of electric vehicle push in @theage by @perkinsmi…'}"
329,"{'id': '1380133000881582081', 'text': 'RT @MonaghanBros: The new KONA Electric now offers the longest range of any vehicle eligible for the government’s Plug-In Car Grant, follow…'}"
330,"{'id': '1380132993499467776', 'text': ""RT @SawyerMerritt: BREAKING: The Biden administration's $174 Billion proposal to boost electric vehicles calls for $100 Billion in new cons…""}"
331,"{'id': '1380132789673148422', 'text': 'RT @cleantechnica: Electric Vehicle Infrastructure Critical in Low-Income Areas &amp; Communities of\xa0Colors https://t.co/Ayqpg7QYMA'}"
332,"{'id': '1380132482469740545', 'text': ""Jefferies unveils 15 stocks to buy as China's electric-vehicle sector is about to accelerate on favorable regulatory policies, consumer adoption, and tech partnerships https://t.co/FFfjHQ7ieO""}"
333,"{'id': '1380132030760022018', 'text': 'RT @cvpayne: BIDEN INFRASTRUCTURE PLAN CALLS FOR $100 BILLION FOR NEW CONSUMER ELECTRIC VEHICLE REBATES --EMAIL TO CONGRESSIONAL STAFF SEEN…'}"
334,"{'id': '1380132022241218560', 'text': '$grat $cbulf @GratomicInc \n\nC:GRAT Gratomic Intends to Fully Power Its Aukam Processing Facility Through Solar Energy by 2022, Offering an Even Greener Option to the Global Electric Vehicle Supply Chain\n\nhttps://t.co/pgDWX7TLwO'}"
335,"{'id': '1380131938946535431', 'text': '@BhaidkarNitesh @narendramodi aap mang karo ""electric vehical"" aur vo bhi ek baar change karne par jo kam se kam 500km chale to kya lagta hai petrol ki jarurat padegi \nupcoming era electric vehicle ka hai bhai sahab'}"
336,"{'id': '1380131870256455684', 'text': 'As Joe Biden Offers $174 Billion In Assistance For Business, Tesla And Other Electric Vehicle Stocks Grow https://t.co/jTRQoPeqo4'}"
337,"{'id': '1380131832969228290', 'text': 'RT @CampanaleMark: Electric Vehicle Sales Promise Shock for Big Oil.  If motor manufacturers are right about the prospects for electric veh…'}"
338,"{'id': '1380131831559954436', 'text': 'Electric vehicle market presents opportunities for sheet metal fabricators https://t.co/ECO9h422w5 https://t.co/lrIGnLio0T'}"
339,"{'id': '1380131701121159171', 'text': 'LTA engages private players in bid to make electric vehicle charging points in carparks viable https://t.co/nYKdNLI7i5'}"
340,"{'id': '1380131537476317185', 'text': 'RT @GratomicInc: Gratomic Intends to Fully Power its Aukam Processing Facility Through Solar Energy by 2022\n\nClick the link to view the ful…'}"
341,"{'id': '1380131462356303874', 'text': 'RT @CampanaleMark: Electric Vehicle Sales Promise Shock for Big Oil.  If motor manufacturers are right about the prospects for electric veh…'}"
342,"{'id': '1380131458434670592', 'text': 'RT @CampanaleMark: Electric Vehicle Sales Promise Shock for Big Oil.  If motor manufacturers are right about the prospects for electric veh…'}"
343,"{'id': '1380131458396913670', 'text': 'RT @RadioSilentplay: Infrastructure News: \n\nBIDEN INFRASTRUCTURE PLAN CALLS FOR $100 BILLION FOR NEW CONSUMER ELECTRIC VEHICLE REBATES --EM…'}"
344,"{'id': '1380131200170352641', 'text': 'RT @pluginadventure: I am really excited to finally announce my next expedition. \nTo be the worlds first person to drive from Pole to Pole,…'}"
345,"{'id': '1380131161175904257', 'text': 'RT @charliekirk11: Democrats are okay with spending $147 Billion for ""electric vehicle incentives"" but not $5 Billion for a border wall?\n\nI…'}"
346,"{'id': '1380131102082367490', 'text': 'RT @CampanaleMark: Electric Vehicle Sales Promise Shock for Big Oil.  If motor manufacturers are right about the prospects for electric veh…'}"
347,"{'id': '1380131010076057601', 'text': 'RT @dougducey: Arizona is home to @LucidMotors’ electric vehicle manufacturing facility, which is expected to create 4,800 direct and indir…'}"
348,"{'id': '1380130987082924036', 'text': 'https://t.co/THXLMZlFy5\n\n$GRAT $CBULF \n\n$AESE $AVTR $GOLD $HUD $INO $INTC $MNTA $PFE $CCHW $PKG $HARV $NGW $SWEL $NDVA $EASY $CVGR $RTSL $MCOA  $CBDT $HAVN $CLC $STIL $SWEL\n$CHV $CANN $ACRG $VIVO $TIUM $HBOR $MJNA $INDS $BAMM $CBGL $MCUR $AVCN $SPR $PLNT $PLTH $MRMD $LGP $DN'}"
349,"{'id': '1380130904539009025', 'text': 'https://t.co/THXLMZlFy5\n\n$GRAT $CBULF \n\n$KDK $BRG $PINK $SNL $INTL $AMD $KO $SONA $KORV $GCM $ALNA $SMIT $DN $IPOT $NXO $DCGD $BEG $VRUS $LMT $AYR.A $MSOS \n$TINO $TTCM $DRNG $ZMRK $CMGO $KALY $HIPH $VRUS $TSOI $SKPO $TCEL $ACRL $PWDY $NTRR $IGEX $IGPK $PACV $CBII $PLUS'}"
350,"{'id': '1380130887036198913', 'text': 'RT @Premafrimin: $PREM #PREM #Zulu\n𝐈𝐍𝐕𝐄𝐒𝐓𝐎𝐑𝐒 𝐅𝐋𝐎𝐂𝐊 𝐓𝐎 𝐋𝐈𝐓𝐇𝐈𝐔𝐌\nInterest in the industry is resurgent as electric-vehicle targets set by glob…'}"
351,"{'id': '1380130862126268420', 'text': 'https://t.co/THXLMZlFy5\n\n$GRAT $CBULF \n\n$KL $AYR.A $VLNS $AH $STEM $EAT $GABY $LHS $FONE $DN $EURO $PLTH $MGRO $TILT $SOL $CL $CWEB $VREO $HALO $MMJ $GGB $JANE $EMBI $BLO $MPXI $WLLW $GTEC $EMO  $NXS $LTV $RVV $SPY $SPX $QQQ $DJIA $MMED $NUMI $WUHN $CYBN $SPOR $MYCO $PSYC $SHRM'}"
352,"{'id': '1380130816106315780', 'text': 'https://t.co/THXLMZlFy5\n\n$GRAT $CBULF \n\n$TGIF  $ACRG $LHS $PILL $JWCA $WMD $SNDL $NEPT $LABS $OILS $KHRN $FONE $SAFE $CWEB $KERN $LOVE $ACB $XLY.v\n$Labs $VGW $TRUL $VREO $TGIF $MPXI $MYCO $SPOR $MMED $RVV $NUMI $CXXI $SGMD $SLNG $VEXT $PCLO $RTSL $CURA $CGOC'}"
353,"{'id': '1380130786033201152', 'text': 'Electric Vehicle Sales Promise Shock for Big Oil.  If motor manufacturers are right about the prospects for electric vehicle sales, an oil price crash won’t be far behind. https://t.co/Amnk3JWVl6'}"
354,"{'id': '1380130764961021953', 'text': 'https://t.co/THXLMZlFy5\n\n$GRAT $CBULF \n\n$BNS $BAM $NGT $BMO $CP $TRP $ABX $TRI $CM $BCE $MFC $ATD $NTR $CNQ $SLF $SU $QSP $CSU $WCN $T $RCI $FNV $MG\n$GWO $BEP $GIB $NA $FTS $QSR $WPM $L $AEM $POW $IFC $BIP $PPL $CDAY $IMO $H $OTEX $FM $DOL $CVE $TECK $SAP'}"
355,"{'id': '1380130734363586563', 'text': 'https://t.co/THXLMZlFy5\n\n$GRAT $CBULF \n\n$GRB $RAY $POM $GBR $HWX $FR $FTRP $IMV $CVG $KNR $BNXA $UNS $JUSH $XTC $FOOD $GFL $GTMS $VERY $AIM $LAC\n$AIF $PIF $WTE $ML $CF $RCH $EFR $WTE $ML $CF $RCH $EFR $CPX $RX $AYM $ORL $RPI $SHOP $RY $TD $CNR $ENB'}"
356,"{'id': '1380130675148390405', 'text': 'https://t.co/THXLMZlFy5\n\n$GRAT $CBULF \n\n$BLDP $RCK $DRDR $EGLX $AKU $IPOT $JUSH $PULL $THRM $IMCC $TER $VIBE $PLUS $CBD $SHG $SUGR \n$WELL $MSOS $CLC $CANB $XPHY $IONC $YSS $DRUG $HVT $MJNA $PHCG $CLVR $FTRP $FTRP $VRNO $AVCN $CBDN $GME $AMC $RDKO $NAB $INNO $SPDR $GROW $CALI'}"
357,"{'id': '1380130618042908677', 'text': 'https://t.co/THXLMZlFy5\n\n$GRAT $CBULF \n\n$DFLY $HAI $JE $FD $WILD $CNX $SW $AT $HUT $ELO $UGE $WE $NGEN $BB $PE $CNC $FTG $TMD $CGG $TAAT $STE\n $VCI $DCBO $EXF $MDP $TMQ $GRA $HIVE $BITF $NFG $HOCL $FRX $CMG $PVT $CMI $URB $IEI $GLXY $TC $NNO $VS'}"
358,"{'id': '1380130579119808513', 'text': 'https://t.co/THXLMZlFy5\n\n$GRAT $CBULF \n\n$WEED $ACB $APHA $HEXO $CRON $TLRY $OGI $RTI $GWPH $SMG $IIPR $HEXO $TRST $TGOD $MO $GTII $VGW $TER\n$FIRE $IAN $HARV $TRUL $CURA $XLY $CRBP $VFF $AH $HITI $META $FLWR $RTI $PUMP $STZ $TBP $MPXI $HALO $CGC'}"
359,"{'id': '1380130530277126145', 'text': 'The Electric Vehicle Incentive Is Rumored to Be Increasing to $10,000 https://t.co/HvFeUMOIEI'}"
360,"{'id': '1380130513898323969', 'text': 'RT @stockmarkettile: “Since the utility companies are already providing electricity to the gas stations, they might as well assist in conve…'}"
361,"{'id': '1380130412559790080', 'text': 'RT @ChartLearning: These 2 Electric Vehicle stocks have over 40% upside potential, say analysts via @TipRanks \n\n$GOEV $LI\n\n$CCIV $NKLA $RID…'}"
362,"{'id': '1380130391651127299', 'text': 'Gratomic Intends to Fully Power Its Aukam Processing Facility Through Solar Energy by 2022, Offering an Even Greener Option to the Global Electric Vehicle Supply Chain\n\nhttps://t.co/THXLMZlFy5\n\n$GRAT $CBULF \n\n#Graphite #Mining #stocks #EV #Batterymetals #greeneconomy'}"
363,"{'id': '1380130362509103110', 'text': 'Gratomic Intends to Fully Power Its Aukam Processing Facility Through Solar Energy by 2022, Offering an Even Greener Option to the Global Electric Vehicle Supply Chain - Junior Mining Network $GRAT.V https://t.co/RMjbynICck'}"
364,"{'id': '1380130342728794115', 'text': 'RT @UDUSOK: The National Automative Design and Development Council (NADDC) Electronic Vehicle Pilot Project in collaboration with Usmanu Da…'}"
365,"{'id': '1380130323531456512', 'text': 'Electric vehicles selling in record numbers in B.C., province says https://t.co/xJngIHuIxT'}"
366,"{'id': '1380130112599916548', 'text': 'RT @Premafrimin: $PREM #PREM #Zulu\n𝐈𝐍𝐕𝐄𝐒𝐓𝐎𝐑𝐒 𝐅𝐋𝐎𝐂𝐊 𝐓𝐎 𝐋𝐈𝐓𝐇𝐈𝐔𝐌\nInterest in the industry is resurgent as electric-vehicle targets set by glob…'}"
367,"{'id': '1380129967179231237', 'text': 'RT @Premafrimin: $PREM #PREM #Zulu\n𝐈𝐍𝐕𝐄𝐒𝐓𝐎𝐑𝐒 𝐅𝐋𝐎𝐂𝐊 𝐓𝐎 𝐋𝐈𝐓𝐇𝐈𝐔𝐌\nInterest in the industry is resurgent as electric-vehicle targets set by glob…'}"
368,"{'id': '1380129771045019659', 'text': 'RT @GratomicInc: Gratomic Intends to Fully Power its Aukam Processing Facility Through Solar Energy by 2022\n\nClick the link to view the ful…'}"
369,"{'id': '1380129707203641356', 'text': 'UGI Electric: 426 customers in Pond Hill, Ruckle Hill, and Wapwallopen are without power after a motor vehicle accident resulted in a damaged pole and wires. UGI crews are on scene working to restore power. Call UGI at 800-726-2722 to report an outage. https://t.co/exCpqrFHrc'}"
370,"{'id': '1380129677218611201', 'text': 'RT @AllegoCharging: Great news from Germany! The German government will provide 5.5 billion euro of funding for electric vehicle charging i…'}"
371,"{'id': '1380129508318138373', 'text': 'RT @Klp168: In Norway, fuel vehicle sales in March accounted for 9.5% of passenger car sales. The sales volume of pure electricity was 8,61…'}"
372,"{'id': '1380129333088501763', 'text': 'RT @GratomicInc: Gratomic Intends to Fully Power its Aukam Processing Facility Through Solar Energy by 2022\n\nClick the link to view the ful…'}"
373,"{'id': '1380129271738298369', 'text': 'Gratomic Intends to Fully Power its Aukam Processing Facility Through Solar Energy by 2022\n\nClick the link to view the full press release\nhttps://t.co/9GiFpvniFf\n\n#GRAT #CBULF #lgchem #vw #vwgroup #forgenano https://t.co/5K4jCetbld'}"
374,"{'id': '1380129239316508674', 'text': 'As Joe Biden Offers $174 Billion In Assistance For Business, Tesla And Other Electric Vehicle Stocks Grow https://t.co/iSCBpI4edr'}"
375,"{'id': '1380129072236404739', 'text': 'Gratomic Intends to Fully Power its Aukam Processing Facility Through Solar Energy by 2022\n\nClick the link to view the full press release\nhttps://t.co/9GiFpv5HNH\n\n#GRAT #CBULF #lgchem #vw #vwgroup #forgenano https://t.co/WvR1eu4XbX'}"
376,"{'id': '1380128836633952261', 'text': 'RT @cvpayne: BIDEN INFRASTRUCTURE PLAN CALLS FOR $100 BILLION FOR NEW CONSUMER ELECTRIC VEHICLE REBATES --EMAIL TO CONGRESSIONAL STAFF SEEN…'}"
377,"{'id': '1380128767838887938', 'text': 'RT @Hyundai_UK: The new KONA Electric now offers the longest range of any vehicle eligible for the government’s Plug-In Car Grant, followin…'}"
378,"{'id': '1380128714583838720', 'text': 'RT @TheCurrentPK: Electric vehicle (EV) makers are always looking for ways to increase the appeal of their potential buyers by increasing t…'}"
379,"{'id': '1380128646950580227', 'text': 'Global Automotive Electric Power Steering Market by Product Type (Column, Pinion Assist EPS, Other) by Application (Passenger, Commercial Vehicle) by Industry Analysis, Volume, Share, Growth, Challenges, Trends, and Forecast\nTo know more about this Study @ https://t.co/hOWK1QkpJa https://t.co/DjGn9kPx1B'}"
380,"{'id': '1380128610791612422', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
381,"{'id': '1380128595788636165', 'text': 'RT @wwwbhta: Motability partners with Designability for accessible electric vehicle charging project https://t.co/JsUj1lDvom via @wwwthiisc…'}"
382,"{'id': '1380128537408110595', 'text': 'Zutobi, the Drivers Ed people, compiled fed government data about electric car charging to find interesting but not surprising results. There is a cultural divide among red and blue states as to which are more likely to have adequate BEV charging stations.\nhttps://t.co/POcg1Z4I7e https://t.co/Z9okXPjc09'}"
383,"{'id': '1380128496098361351', 'text': '$CBULF Gratomic Intends to Fully Power Its Aukam Processing Facility Through Solar Energy by 2022, Offering an Even Greener Option to the Global Electric Vehicle Supply Chain\nhttps://t.co/GwYV2nGL6t\n\n#offering'}"
384,"{'id': '1380128489496399878', 'text': 'RT @simonahac: UK electric vehicle sales reach 1️⃣4️⃣% market share in march. \n\nif australia reaches 1️⃣% it’ll represent growth!\n\nwe are *…'}"
385,"{'id': '1380128486468296712', 'text': '$GRAT Gratomic Intends to Fully Power Its Aukam Processing Facility Through Solar Energy by 2022, Offering an Even ... https://t.co/SPkarXBj1l'}"
386,"{'id': '1380128462837530626', 'text': 'Did you know that on average, electric cars are cheaper to run than their petrol or diesel counterparts?\n\nResearch conducted in 2020 concluded that even if the initial purchase of an electric vehicle is higher, the cheaper running costs will save you roughly £107 per year💷 https://t.co/PWTFo79u6L'}"
387,"{'id': '1380128435088060421', 'text': 'RT @Premafrimin: $PREM #PREM #Zulu\n𝐈𝐍𝐕𝐄𝐒𝐓𝐎𝐑𝐒 𝐅𝐋𝐎𝐂𝐊 𝐓𝐎 𝐋𝐈𝐓𝐇𝐈𝐔𝐌\nInterest in the industry is resurgent as electric-vehicle targets set by glob…'}"
388,"{'id': '1380128429161512961', 'text': '[Australia] \\ how the states can accelerate the sputtering electric vehicle transition https://t.co/Bu17IkYxQQ'}"
389,"{'id': '1380128338912632834', 'text': '“Of the 36 states covered by the report, just 6 require utilities to invest in EV charging infrastructure for lower-income communities or communities of color.”\n\nhttps://t.co/etLruNuyuP\n\n#EVCharging'}"
390,"{'id': '1380128293157023744', 'text': 'Volvo said it would eliminate emissions from manufacturing rather than offsetting them.\n\nhttps://t.co/s8giKebAHG'}"
391,"{'id': '1380128290321661955', 'text': 'The new KONA Electric now offers the longest range of any vehicle eligible for the government’s Plug-In Car Grant, following a price reduction. With up to 300 miles range and advanced technology, it is the ideal choice for anyone looking to go electric.'}"
392,"{'id': '1380128289960853511', 'text': 'Motability partners with Designability for accessible electric vehicle charging project https://t.co/JsUj1lDvom via @wwwthiiscouk \n\n@MotabilityPress \n#Accessibility #AccessibleCharging'}"
393,"{'id': '1380128288010559489', 'text': 'Geopolitical tensions on the rise. Auto sector next in the firing line? Electric Vehicle batteries are key, China has them sourced... #autos #electricvehicles Access whole publication: https://t.co/ErP0wK6uKD (click Sign Up for instant read) https://t.co/K1A5Wbt07B'}"
394,"{'id': '1380128088462225417', 'text': 'RT @EnviroVic: Hundreds of everyday Victorians say we need to end the sale of new petrol and diesel cars by 2030.\n\nBut instead of supportin…'}"
395,"{'id': '1380128084582666242', 'text': 'RT @ForbesEurope: If you’re thinking about making the switch to an electric vehicle (EV), it’s important to get to grips with how to go abo…'}"
396,"{'id': '1380127989464240131', 'text': '@InvestorT_ I think so too. Electric Vehicle pie is big enough for Tesla and NIO to eat from.'}"
397,"{'id': '1380127639348858882', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
398,"{'id': '1380127639151783941', 'text': 'RT @PDBateman: ""B.C.\'s progress for its zero-emission vehicle targets and the province is on track to exceed the 2025 targets with light-du…'}"
399,"{'id': '1380127580167241739', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
400,"{'id': '1380127436113842177', 'text': 'NITT to produce Nigeria’s first electric\xa0vehicle https://t.co/KDB8POzyX5'}"
401,"{'id': '1380127423895896069', 'text': 'NITT to produce Nigeria’s first electric\xa0vehicle https://t.co/UYfZPcAp8Y'}"
402,"{'id': '1380127411904335872', 'text': 'NITT to produce Nigeria’s first electric\xa0vehicle https://t.co/wH1EwvPT8w'}"
403,"{'newest_id': '1380136227903578114', 'oldest_id': '1380127411904335872', 'result_count': 100, 'next_token': 'b26v89c19zqg8o3fostqs7n221wq3fqh2wg8fnkkn1ail'}"
404,"{'id': '1380127384612044807', 'text': '“What if we took and added a camper to an electric vehicle? So people can take their electric vehicle where there’s no electricity to charge it. GENIUS”\nhttps://t.co/V0DHHmLday'}"
405,"{'id': '1380127331881267202', 'text': 'NITT to produce Nigeria’s first electric\xa0vehicle https://t.co/tZfsQGmNPO'}"
406,"{'id': '1380127319331905543', 'text': 'NITT to produce Nigeria’s first electric\xa0vehicle https://t.co/PWniGXWLLh'}"
407,"{'id': '1380126899125506055', 'text': 'RT @UDUSOK: The National Automative Design and Development Council (NADDC) Electronic Vehicle Pilot Project in collaboration with Usmanu Da…'}"
408,"{'id': '1380126792971923460', 'text': 'RT @Hyundai_UK_PR: NEWS: KONA Electric: Longest range of any Plug-In Car Grant-Eligible Vehicle https://t.co/AX9okCp5Sy'}"
409,"{'id': '1380126781869588481', 'text': 'RT @climatecouncil: In a focus group convened by @InfraAust, hundreds of people think Victoria should end the sale of all new petrol and di…'}"
410,"{'id': '1380126721945563137', 'text': 'RT @EVApproved: In the latest edition of @RMI_NFDA The Voice magazine, on page 8, you can read about the Electric Vehicle Approved scheme c…'}"
411,"{'id': '1380126701141819394', 'text': 'RT @cleantechnica: Electric Vehicle Infrastructure Critical in Low-Income Areas &amp; Communities of\xa0Colors https://t.co/Ayqpg7QYMA'}"
412,"{'id': '1380126666463252488', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
413,"{'id': '1380126594535026688', 'text': 'https://t.co/MoEb2JNzJ4'}"
414,"{'id': '1380126388917833729', 'text': ""RT @WBrettWilson: Saskatchewan's incoming electric vehicle tax sends 'wrong message,' advocates say - @GlobalNews\n\nWell advocates also say…""}"
415,"{'id': '1380126227831250946', 'text': ""RT @WBrettWilson: Saskatchewan's incoming electric vehicle tax sends 'wrong message,' advocates say - @GlobalNews\n\nWell advocates also say…""}"
416,"{'id': '1380126195015122944', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
417,"{'id': '1380126175238971399', 'text': 'Swedish electric vehicle (EV) manufacturer Polestar has unveiled an ambitious new intention to create the first ""truly"" carbon-neutral car by 2030, by reducing emissions across the value chain and without relying on offsetting. https://t.co/16kirM7oXI'}"
418,"{'id': '1380126152807813122', 'text': ""@elonmusk sir, i have a question in my mind. why cannot build a electric car fully recharge it self. like when back tires are moving by motor vehicle front tires will produce the rotation energy. why can't convert that rotation energy into electric.""}"
419,"{'id': '1380126109014974465', 'text': 'RT @ErikSolheim: Bravo!\nDelhi Startup’s ‘2 Minute’ Solution Helps 300+ E-rickshaw Drivers Earn 2x Daily income. E rickshaws are taking off…'}"
420,"{'id': '1380126083182379009', 'text': 'RT @cleantechnica: Electric Vehicle Infrastructure Critical in Low-Income Areas &amp; Communities of\xa0Colors https://t.co/Ayqpg7QYMA'}"
421,"{'id': '1380126070448521225', 'text': 'RT @cleantechnica: Electric Vehicle Infrastructure Critical in Low-Income Areas &amp; Communities of\xa0Colors https://t.co/Ayqpg7QYMA'}"
422,"{'id': '1380126059232907266', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
423,"{'id': '1380126030006870019', 'text': 'RT @unico_llc: Unico has been at the forefront of providing high-performance drive systems for testing applications. Learn more about our s…'}"
424,"{'id': '1380125938852237312', 'text': '""B.C.\'s progress for its zero-emission vehicle targets and the province is on track to exceed the 2025 targets with light-duty electric vehicle sales representing 9.4% of all such vehicle sales last year"":\nhttps://t.co/tlwHX2sUYe\n\n@EMC_MEC \n#ElectricMobility'}"
